Ticket_ID,Created_Date,Resolved_Date,Priority,Department,Category,Status
TCK-3020,2025-03-14 00:56:47.373819591,2025-03-14 22:29:19.175062370,Medium,DevOps,Hardware,Closed
TCK-3021,2025-04-14 20:18:13.099501655,2025-04-15 11:22:36.226013742,High,Operations,Database,Closed
TCK-3022,2025-06-03 21:14:28.539521558,2025-06-07 15:02:45.006547755,Medium,DevOps,Software,Closed
TCK-3023,2025-06-25 08:43:39.756914046,2025-06-25 12:06:21.413097440,Critical,IT Support,Hardware,Closed
TCK-3024,2025-03-21 02:36:27.555486520,2025-03-21 12:20:33.461837698,Low,HR,Access,Resolved
TCK-3025,2025-01-11 21:07:50.546266922,2025-01-12 19:04:19.028178148,Low,IT Support,Database,Closed
TCK-3026,2025-05-15 20:10:45.485010340,2025-05-16 20:08:20.450660968,Medium,Finance,Database,Resolved
TCK-3027,2025-04-12 17:32:54.480794676,2025-04-13 15:19:42.677146656,Low,DevOps,Software,Closed
TCK-3028,2025-03-22 14:53:26.195021091,2025-03-23 06:08:19.119907292,High,  IT Support ,Hardware,Closed
TCK-3029,2025-02-25 16:02:29.602976134,2025-02-26 10:32:44.006387296,Medium,Operations,Access,Closed
TCK-3030,2025-04-01 10:21:41.905022667,2025-04-01 17:30:11.025502687,Medium,IT Support,Hardware,Closed
TCK-3031,2025-03-02 23:05:45.208515745,2025-03-03 18:54:47.554709069,Medium,Operations,Network,Closed
TCK-3032,2025-05-17 06:17:28.567206948,2025-05-17 16:30:34.716829499,Medium,HR,Software,Closed
TCK-3033,2025-04-08 21:37:14.767853554,2025-04-09 16:15:34.195796655,Medium,DevOps,Network,Closed
TCK-3034,2025-06-07 19:58:56.583644750,2025-06-08 12:59:18.616551266,Low,Operations,Network,Resolved
TCK-3035,2025-04-08 20:06:34.960628124,2025-04-09 04:40:30.790766458,Low,HR,Database,Closed
TCK-3036,2025-02-12 21:17:37.052262592,2025-02-13 05:50:21.098090580,Medium,IT Support,Database,Closed
TCK-3037,2025-06-03 04:43:00.952474310,2025-06-03 14:51:53.489639894,Low,IT Support,Network,Closed
TCK-3038,2025-04-11 07:11:10.586752044,2025-04-11 20:12:27.731458617,High,IT Support,Hardware,Closed
TCK-3039,2025-02-07 05:33:11.825208664,2025-02-07 20:29:35.097868348,Low,IT Support,Software,Closed
TCK-3040,2025-04-23 05:33:13.460439166,2025-04-24 06:51:42.114882440,Low,  DevOps ,Software,Resolved
TCK-3041,2025-03-06 09:20:11.128384633,2025-03-07 08:26:31.625221337,Low,Operations,Hardware,Closed
TCK-3042,2025-06-01 23:49:56.082366208,2025-06-02 22:51:30.467268522,Medium,Operations,Network,Resolved
TCK-3043,2025-03-23 14:15:17.535431034,2025-03-24 00:16:07.625669176,Low,IT Support,Software,Closed
TCK-3044,2025-05-11 18:13:36.001286546,2025-05-12 18:37:07.402315060,Low,DevOps,Database,Closed
TCK-3045,2025-01-18 04:42:59.101158760,2025-01-18 19:22:09.590914426,Low,Finance,Access,Resolved
TCK-3046,2025-03-13 06:49:30.633694088,2025-03-13 17:45:01.159423595,Low,IT Support,Database,Closed
TCK-3047,2025-06-26 23:36:10.820018744,2025-06-27 10:02:19.686260802,High,Finance,Hardware,Resolved
TCK-3048,2025-05-26 12:32:54.421948610,2025-05-27 04:17:32.408271601,High,Operations,Access,Closed
TCK-3049,2025-01-29 18:56:39.358410474,2025-01-29 21:18:54.436462446,Low,IT Support,Software,Closed
TCK-3050,2025-02-19 23:56:26.497470271,2025-02-20 07:13:12.135992644,Low,HR,Software,Closed
TCK-3051,2025-03-01 08:48:15.459334128,2025-03-01 17:57:45.814876675,Medium,HR,Access,Resolved
TCK-3052,2025-04-28 01:34:45.196825170,2025-04-28 16:17:15.940286807,High,  IT Support ,Software,Resolved
TCK-3053,2025-05-17 06:13:02.499583124,2025-05-19 01:56:51.578167364,None,DevOps,Access,Resolved
TCK-3054,2025-05-15 21:57:17.820180614,2025-05-16 16:31:40.410393850,Low,Finance,Network,Closed
TCK-3055,2025-04-02 18:39:21.323677177,2025-04-03 20:34:37.222705093,Medium,Operations,Hardware,Closed
TCK-3056,2025-05-26 22:44:41.004458928,2025-05-27 20:52:38.508799548,High,HR,Database,Closed
TCK-3057,2025-03-20 16:10:38.343044252,2025-03-21 05:16:52.366278407,High,HR,Access,Closed
TCK-3058,2025-01-23 07:09:50.551476578,2025-01-23 16:10:21.609066352,Low,Operations,Access,Closed
TCK-3059,2025-04-12 14:23:19.521400103,2025-04-13 06:36:41.481248861,Medium,Operations,Network,Closed
TCK-3060,2025-06-21 09:56:31.133316410,2025-06-21 18:02:09.443408748,Low,IT Support,Database,Closed
TCK-3061,2025-05-23 17:43:57.266456336,2025-05-24 03:27:07.829854579,Low,Operations,Network,Resolved
TCK-3062,2025-04-15 03:59:12.472909754,2025-04-16 09:25:19.752089799,Medium,Finance,Network,Resolved
TCK-3063,2025-04-27 10:12:01.629749154,2025-04-28 02:31:58.094935580,Low,HR,Hardware,Resolved
TCK-3064,2025-06-17 12:01:40.644457226,2025-06-17 22:38:46.852657346,High,  IT Support ,Software,Closed
TCK-3065,2025-03-19 02:26:27.139052506,2025-03-20 06:36:26.674686122,High,Finance,Database,Closed
TCK-3066,2025-03-01 15:37:21.648835897,2025-03-02 03:51:57.918136244,High,IT Support,Network,Closed
TCK-3067,2025-06-25 21:41:00.818886982,2025-06-26 05:27:16.511020090,Medium,IT Support,Software,Closed
TCK-3068,2025-06-05 10:04:27.612352704,2025-06-05 19:28:36.040506415,Low,IT Support,Software,Resolved
TCK-3069,2025-02-28 03:32:53.827988504,2025-02-28 15:11:14.659335423,Low,HR,Software,Resolved
TCK-3070,2025-03-25 11:31:55.850157072,2025-03-26 05:49:24.396666885,Medium,Finance,Software,Resolved
TCK-3071,2025-03-16 17:08:15.062329291,2025-03-18 04:16:58.860554888,Medium,Operations,Hardware,Closed
TCK-3072,2025-01-27 20:05:35.994698140,2025-01-27 23:09:09.427132209,Medium,IT Support,Hardware,Closed
TCK-3073,2025-06-22 09:46:46.123943806,2025-06-24 09:50:07.758806126,Medium,DevOps,Network,Closed
TCK-3074,2025-03-14 18:37:46.930329689,2025-03-15 17:21:37.477584789,Medium,DevOps,Software,Resolved
TCK-3075,2025-06-07 13:25:17.893184746,2025-06-08 10:43:37.912570860,Low,DevOps,Network,Closed
TCK-3076,2025-02-04 02:01:08.052889703,2025-02-04 11:42:23.698461554,Medium,  IT Support ,Access,Closed
TCK-3077,2025-04-09 14:48:06.847030042,2025-04-09 21:32:40.001950530,Medium,HR,Hardware,Closed
TCK-3078,2025-01-05 07:30:47.461452644,2025-01-06 04:07:38.248230645,High,DevOps,Hardware,Closed
TCK-3079,2025-05-18 13:25:56.964715584,2025-05-19 05:27:24.270164424,Medium,Finance,Database,Resolved
TCK-3080,2025-04-15 13:32:52.945526122,2025-04-15 21:09:26.311870595,Low,IT Support,Access,Closed
TCK-3081,2025-04-23 14:32:49.202121594,2025-04-23 20:13:58.603694083,Medium,IT Support,Hardware,Closed
TCK-3082,2025-01-10 07:26:03.165489970,2025-01-11 15:03:16.471793146,High,HR,Software,Resolved
TCK-3083,2025-02-07 23:41:08.111404387,2025-02-11 03:49:10.653130045,Low,DevOps,Software,Closed
TCK-3084,2025-01-14 09:06:33.726842878,2025-01-14 15:39:31.603485798,High,Operations,Software,Resolved
TCK-3085,2025-02-22 00:06:35.439380880,2025-02-22 18:45:05.714417148,Low,HR,Network,Resolved
TCK-3086,2025-04-23 22:32:11.447472812,2025-04-24 11:35:40.102228565,Medium,IT Support,Hardware,Closed
TCK-3087,2025-04-12 21:55:24.428103819,2025-04-13 21:32:16.919606992,Critical,Operations,Network,Closed
TCK-3088,2025-04-21 04:29:14.025731446,2025-04-21 22:07:02.938064802,Medium,  Finance ,Hardware,Resolved
TCK-3089,2025-04-09 20:45:55.772469012,2025-04-10 09:20:02.395082753,Medium,HR,Database,Closed
TCK-3090,2025-02-19 03:29:03.830350964,2025-02-19 20:20:15.061580397,Low,Finance,Network,Closed
TCK-3091,2025-02-14 00:16:20.598700501,2025-02-15 01:23:49.859051046,Low,DevOps,Hardware,Resolved
TCK-3092,2025-01-25 16:05:52.198360912,2025-01-25 20:44:22.368001984,Medium,IT Support,Database,Closed
TCK-3093,2025-06-02 19:59:10.246499108,2025-06-03 12:58:55.805188215,Medium,Operations,Hardware,Closed
TCK-3094,2025-04-21 23:11:26.984033434,2025-04-22 03:12:01.166172259,Medium,IT Support,Access,Resolved
TCK-3095,2025-02-03 13:43:39.266463137,2025-02-04 11:53:40.557752728,Critical,Finance,Network,Resolved
TCK-3096,2025-02-01 21:32:40.274979917,2025-02-02 07:11:09.821286203,Low,Operations,Software,Closed
TCK-3097,2025-06-07 03:30:49.674934478,2025-06-07 23:28:29.243960346,Medium,Operations,Database,Resolved
TCK-3098,2025-05-14 16:35:50.393247142,2025-05-15 10:02:26.757801789,Medium,Finance,Database,Closed
TCK-3099,2025-04-29 16:36:14.490688336,2025-04-30 09:01:28.384343225,Medium,HR,Software,Closed
TCK-3100,2025-03-15 05:39:10.600451191,2025-03-17 10:53:28.385873698,Medium,  DevOps ,Database,Closed
TCK-3101,2025-02-17 03:44:03.975659504,2025-02-18 19:35:00.076571877,Low,Operations,Software,Closed
TCK-3102,2025-06-26 07:13:38.267930634,2025-06-26 09:37:43.411398303,Critical,IT Support,Software,Closed
TCK-3103,2025-05-24 12:04:29.870754588,2025-05-24 23:56:10.282221745,Medium,Operations,Hardware,Closed
TCK-3104,2025-02-24 07:41:10.478215372,2025-02-25 04:44:27.873151215,Medium,Finance,Network,Closed
TCK-3105,2025-06-02 13:28:47.711723148,2025-06-03 07:21:17.890952168,Medium,HR,Access,Resolved
TCK-3106,2025-05-17 14:35:09.664855526,2025-05-18 04:10:08.021911054,Low,DevOps,Database,Closed
TCK-3107,2025-02-23 11:23:16.711702631,2025-02-24 06:21:34.326706248,High,DevOps,Hardware,Resolved
TCK-3108,2025-03-18 18:42:29.989165980,2025-03-19 03:46:50.888071187,Medium,IT Support,Access,Closed
TCK-3109,2025-02-03 11:19:07.982721246,2025-02-04 19:39:46.707923673,Medium,DevOps,Access,Resolved
TCK-3110,2025-01-20 23:44:47.614968356,2025-01-21 10:00:46.615782857,High,IT Support,Database,Closed
TCK-3111,2025-05-11 02:19:55.134722964,2025-05-11 12:56:35.224752442,High,IT Support,Database,Closed
TCK-3112,2025-02-18 03:39:04.405567333,2025-02-18 13:43:09.252786405,Medium,  IT Support ,Hardware,Closed
TCK-3113,2025-05-28 14:39:23.256085736,2025-05-30 00:48:29.683161564,High,DevOps,Database,Closed
TCK-3114,2025-06-29 05:01:46.681472356,2025-06-29 23:32:18.051628914,Low,Operations,Access,Resolved
TCK-3115,2025-01-14 18:59:51.346233896,2025-01-15 06:50:56.458947805,Medium,IT Support,Database,Closed
TCK-3116,2025-03-27 03:30:42.265301706,2025-03-27 08:08:47.338124946,Low,HR,Hardware,Closed
TCK-3117,2025-05-25 08:54:36.922401608,2025-05-26 23:52:13.346341078,Low,Operations,Hardware,Closed
TCK-3118,2025-05-23 00:16:04.343009264,2025-05-23 03:05:27.396968458,Low,IT Support,Hardware,Closed
TCK-3119,2025-05-17 19:11:15.806363222,2025-05-18 13:15:37.772535392,Low,DevOps,Database,Closed
TCK-3120,2025-03-04 19:39:29.233815319,2025-03-05 17:31:55.161520442,Low,Finance,Network,Resolved
TCK-3121,2025-03-23 16:38:45.832413933,2025-03-24 17:50:30.793094218,Medium,Operations,Hardware,Closed
TCK-3122,2025-04-18 02:15:47.893374546,2025-04-18 09:11:48.219380387,Low,DevOps,Network,Closed
TCK-3123,2025-06-25 07:25:23.955731296,2025-06-25 21:25:30.128749562,High,HR,Software,Closed
TCK-3124,2025-02-28 23:00:15.157635442,2025-03-02 21:04:30.930022748,Low,  DevOps ,Hardware,Closed
TCK-3125,2025-06-16 03:58:53.741772572,2025-06-17 09:34:38.446670455,Low,Operations,Network,Closed
TCK-3126,2025-02-18 11:37:18.791543044,2025-02-19 00:19:23.589431334,Medium,Operations,Network,Resolved
TCK-3127,2025-06-28 00:48:06.087047054,2025-06-28 08:06:52.753668713,Medium,IT Support,Access,Closed
TCK-3128,2025-05-01 15:32:20.857542706,2025-05-02 14:19:11.332747138,Low,DevOps,Network,Closed
TCK-3129,2025-03-25 10:22:10.542536184,2025-03-25 22:02:17.635466001,None,HR,Access,Closed
TCK-3130,2025-04-21 09:50:47.937245182,2025-04-21 14:55:14.765176324,Low,IT Support,Network,Resolved
TCK-3131,2025-02-19 01:20:04.740913296,2025-02-19 06:47:01.297387270,High,IT Support,Network,Closed
TCK-3132,2025-02-19 08:25:51.832018329,2025-02-20 06:47:50.903112825,Low,Operations,Software,Resolved
TCK-3133,2025-01-21 10:33:20.265854016,2025-01-22 05:46:48.046265444,High,Operations,Network,Closed
TCK-3134,2025-01-21 12:41:50.229914361,2025-01-22 20:01:25.853958075,Medium,Finance,Database,Closed
TCK-3135,2025-03-04 13:56:30.923324509,2025-03-06 00:26:35.279752952,Critical,DevOps,Database,Closed
TCK-3136,2025-05-18 07:32:08.392244372,2025-05-18 19:37:26.160029584,Low,  IT Support ,Database,Closed
TCK-3137,2025-04-20 10:26:07.598486622,2025-04-22 00:26:34.134364112,Low,Finance,Software,Closed
TCK-3138,2025-01-19 11:09:55.082268035,2025-01-19 14:43:24.000933401,Medium,IT Support,Network,Closed
TCK-3139,2025-06-03 09:39:42.436425368,2025-06-04 05:53:06.096139675,Medium,DevOps,Software,Closed
TCK-3140,2025-04-19 05:54:29.334949512,2025-04-20 03:43:53.759590711,Low,Finance,Network,Closed
TCK-3141,2025-06-22 22:53:45.930156894,2025-06-23 16:41:35.328219741,Low,Operations,Access,Closed
TCK-3142,2025-05-01 15:12:04.389179100,2025-05-02 08:43:34.351181330,High,Finance,Software,Closed
TCK-3143,2025-02-01 12:45:19.480327423,2025-02-02 11:09:35.032544552,Low,HR,Database,Closed
TCK-3144,2025-03-27 06:44:38.850611252,2025-03-28 20:57:31.205243984,Medium,HR,Database,Closed
TCK-3145,2025-04-27 17:30:34.637054120,2025-04-28 20:23:58.600758510,Medium,Finance,Database,Resolved
TCK-3146,2025-01-06 02:06:12.630729253,2025-01-06 16:54:54.487942938,Medium,HR,Network,Closed
TCK-3147,2025-01-03 16:24:44.428135572,2025-01-04 14:07:35.834847803,Low,HR,Network,Closed
TCK-3148,2025-01-24 07:01:15.465308928,2025-01-24 12:36:26.244157824,Medium,  HR ,Software,Resolved
TCK-3149,2025-02-15 07:11:25.293827161,2025-02-16 08:02:29.752197681,Low,Finance,Hardware,Closed
TCK-3150,2025-03-19 07:39:07.968993546,2025-03-20 06:49:11.756560305,Low,HR,Network,Resolved
TCK-3151,2025-03-29 17:44:34.247912229,2025-03-29 23:54:19.394900030,Medium,IT Support,Hardware,Closed
TCK-3152,2025-01-25 20:16:45.374202170,2025-01-26 09:32:51.975280268,Critical,Finance,Hardware,Closed
TCK-3153,2025-05-02 05:03:05.838409402,2025-05-03 03:22:40.916807623,Low,Finance,Network,Closed
TCK-3154,2025-04-18 07:18:59.135504510,2025-04-18 15:33:44.593388323,Low,IT Support,Software,Closed
TCK-3155,2025-02-23 00:05:05.665177723,2025-02-23 05:28:52.859777868,Medium,IT Support,Hardware,Closed
TCK-3156,2025-01-03 11:00:38.507185661,2025-01-04 11:15:14.955438390,Medium,IT Support,Software,Closed
TCK-3157,2025-01-14 23:26:20.379574377,2025-01-15 10:36:59.015210965,Medium,HR,Software,Closed
TCK-3158,2025-03-12 12:07:17.148744575,2025-03-12 20:05:50.038270776,None,HR,Network,Closed
TCK-3159,2025-01-28 17:10:09.109328716,2025-01-29 16:32:55.552401049,None,Finance,Hardware,Resolved
TCK-3160,2025-03-09 19:51:38.514813242,2025-03-11 00:12:05.355454566,Medium,  Operations ,Software,Closed
TCK-3161,2025-04-24 01:44:55.865345042,2025-04-24 19:54:22.550531601,Medium,Operations,Hardware,Closed
TCK-3162,2025-04-09 12:03:56.478378618,2025-04-10 06:10:04.753335060,Critical,HR,Software,Closed
TCK-3163,2025-02-11 14:40:47.334552755,2025-02-12 06:31:32.975502443,Low,Finance,Network,Closed
TCK-3164,2025-03-03 21:18:47.384056117,2025-03-05 03:11:24.286573895,Medium,HR,Software,Closed
TCK-3165,2025-04-21 12:36:53.198273414,2025-04-23 05:40:00.865674952,Medium,DevOps,Network,Resolved
TCK-3166,2025-06-04 22:53:37.396131714,2025-06-06 05:17:13.314750069,Low,Operations,Network,Resolved
TCK-3167,2025-05-16 13:52:55.399267020,2025-05-17 00:05:04.902143216,None,IT Support,Hardware,Resolved
TCK-3168,2025-04-10 14:41:17.217313269,2025-04-11 17:52:37.744266168,High,Operations,Hardware,Closed
TCK-3169,2025-03-07 05:06:20.709817993,2025-03-07 14:16:58.416312933,Medium,HR,Hardware,Closed
TCK-3170,2025-03-07 17:01:17.468330158,2025-03-08 07:06:00.967375869,High,Operations,Access,Closed
TCK-3171,2025-06-08 07:04:58.009231888,2025-06-08 23:44:51.754228807,Medium,IT Support,Hardware,Closed
TCK-3172,2025-01-08 01:31:56.094582577,2025-01-08 20:04:20.533559344,High,  IT Support ,Hardware,Resolved
TCK-3173,2025-06-27 20:05:06.086023898,2025-06-28 13:33:16.154041498,Low,DevOps,Software,Closed
TCK-3174,2025-04-30 14:06:06.389563498,2025-04-30 23:43:56.156692592,Low,IT Support,Access,Closed
TCK-3175,2025-05-03 14:30:53.495973818,2025-05-04 10:15:56.889370616,Low,Finance,Access,Closed
TCK-3176,2025-01-07 20:09:02.365763350,2025-01-08 02:08:57.850962307,Medium,IT Support,Software,Closed
TCK-3177,2025-04-19 23:53:11.283109066,2025-04-20 20:38:29.613667376,Low,Operations,Hardware,Closed
TCK-3178,2025-03-29 06:14:28.390526632,2025-03-30 14:05:07.276921490,Low,Operations,Database,Closed
TCK-3179,2025-01-20 00:57:53.560016529,2025-01-20 23:31:31.555348288,None,Operations,Network,Closed
TCK-3180,2025-02-20 00:37:23.111485072,2025-02-20 12:43:35.322499966,Critical,HR,Access,Closed
TCK-3181,2025-06-10 06:09:30.423034704,2025-06-10 17:09:14.644813228,Medium,IT Support,Software,Closed
TCK-3182,2025-04-09 23:56:59.843547300,2025-04-10 07:02:59.416511219,Critical,IT Support,Database,Closed
TCK-3183,2025-03-16 09:57:34.577104629,2025-03-17 03:24:32.030830712,Critical,HR,Network,Closed
TCK-3184,2025-01-14 01:59:12.887636291,2025-01-15 14:10:13.669259576,Medium,  Operations ,Database,Closed
TCK-3185,2025-05-09 13:00:17.994160658,2025-05-09 23:58:39.595854524,Medium,DevOps,Hardware,Resolved
TCK-3186,2025-05-07 12:18:56.005455100,2025-05-09 10:29:55.069599195,Critical,DevOps,Software,Closed
TCK-3187,2025-04-21 12:40:06.175637308,2025-04-22 00:01:03.230262033,Medium,Finance,Network,Closed
TCK-3188,2025-04-02 20:20:04.674023536,2025-04-04 17:36:48.034707129,Low,Finance,Network,Closed
TCK-3189,2025-03-20 01:56:55.023129060,2025-03-20 15:02:19.511950634,Medium,Operations,Hardware,Closed
TCK-3190,2025-04-17 18:55:52.038149256,2025-04-17 23:33:17.944479667,Medium,IT Support,Hardware,Closed
TCK-3191,2025-02-12 00:16:06.065280181,2025-02-13 20:09:19.845016035,Critical,DevOps,Hardware,Closed
TCK-3192,2025-06-19 10:14:20.966090778,2025-06-20 07:50:02.576064395,Medium,Operations,Software,Resolved
TCK-3193,2025-04-16 23:35:32.517810930,2025-04-17 10:30:51.686461169,High,Operations,Access,Closed
TCK-3194,2025-02-26 00:21:04.894599264,2025-02-26 04:53:39.346215229,High,IT Support,Database,Resolved
TCK-3195,2025-03-22 22:37:01.040965966,2025-03-23 11:32:46.761476747,Low,HR,Software,Resolved
TCK-3196,2025-05-26 00:33:29.836613430,2025-05-26 08:20:07.815780995,High,  HR ,Software,Closed
TCK-3197,2025-01-30 02:10:52.976477585,2025-01-30 20:24:52.930349977,Low,DevOps,Database,Closed
TCK-3198,2025-02-22 17:02:59.600501969,2025-02-23 12:07:16.113386159,Medium,Operations,Network,Closed
TCK-3199,2025-05-03 07:28:28.769598910,2025-05-03 16:14:08.246399021,High,HR,Database,Closed
TCK-3200,2025-02-26 18:54:48.139211546,2025-02-28 09:16:57.507164453,Medium,DevOps,Hardware,Resolved
TCK-3201,2025-05-23 15:36:26.156309518,2025-05-24 09:30:47.892273747,High,IT Support,Network,Resolved
TCK-3202,2025-01-24 11:33:32.632582315,2025-01-25 00:44:33.147602585,Low,HR,Software,Resolved
TCK-3203,2025-05-18 06:48:15.322910072,2025-05-18 15:52:32.855618943,High,IT Support,Database,Closed
TCK-3204,2025-01-13 07:16:45.869356006,2025-01-16 02:28:57.538996855,Low,Finance,Software,Closed
TCK-3205,2025-01-03 06:24:00.312204878,2025-01-03 23:31:08.569720418,Medium,DevOps,Software,Resolved
TCK-3206,2025-06-11 16:19:32.164877786,2025-06-12 07:44:45.185916697,Medium,IT Support,Database,Closed
TCK-3207,2025-04-15 15:23:07.501731108,2025-04-17 20:20:20.451253261,Medium,DevOps,Software,Closed
TCK-3208,2025-03-05 07:53:31.903494092,2025-03-05 20:55:18.517005405,Low,  IT Support ,Access,Resolved
TCK-3209,2025-02-11 20:48:31.794061801,2025-02-14 07:56:45.918829729,Medium,DevOps,Access,Closed
TCK-3210,2025-04-22 00:56:47.701272212,2025-04-23 05:08:11.020865269,Medium,Finance,Software,Resolved
TCK-3211,2025-04-02 14:53:21.958363352,2025-04-03 09:11:42.207050957,Medium,Finance,Network,Closed
TCK-3212,2025-06-28 11:42:08.605042330,2025-06-29 02:23:42.432803199,Medium,IT Support,Network,Resolved
TCK-3213,2025-06-26 23:29:35.024439054,2025-06-29 06:06:48.635706473,Medium,DevOps,Network,Closed
TCK-3214,2025-04-25 07:18:22.052634314,2025-04-27 01:53:01.684691762,Critical,Finance,Network,Closed
TCK-3215,2025-03-21 17:12:02.110958809,2025-03-22 07:43:12.333551290,Critical,HR,Access,Resolved
TCK-3216,2025-03-30 09:43:44.351982265,2025-03-31 02:51:16.600805406,Medium,Finance,Network,Resolved
TCK-3217,2025-05-03 20:18:34.438115676,2025-05-04 05:39:46.926516286,Medium,IT Support,Database,Closed
TCK-3218,2025-01-19 06:48:07.311948651,2025-01-21 08:27:25.870195337,Medium,DevOps,Network,Closed
TCK-3219,2025-03-01 02:28:51.451904289,2025-03-01 16:40:00.362247006,Low,IT Support,Database,Resolved
TCK-3220,2025-01-14 13:10:33.892088047,2025-01-15 08:56:22.367711328,Low,  Finance ,Access,Closed
TCK-3221,2025-01-14 04:55:06.532007133,2025-01-15 01:59:34.309205893,Low,Operations,Database,Closed
TCK-3222,2025-02-05 06:01:31.889939123,2025-02-05 10:26:36.529400943,Low,IT Support,Database,Closed
TCK-3223,2025-03-29 08:17:38.615433864,2025-03-29 22:12:11.270922637,Medium,IT Support,Software,Closed
TCK-3224,2025-05-22 06:13:30.242723700,2025-05-22 11:58:13.936107635,Medium,IT Support,Database,Closed
TCK-3225,2025-03-29 09:20:32.099411650,2025-03-30 06:22:14.016872395,Low,HR,Software,Closed
TCK-3226,2025-03-02 09:15:32.247442646,2025-03-02 17:15:07.724155293,Critical,HR,Network,Closed
TCK-3227,2025-01-15 19:45:53.705717262,2025-01-17 01:54:42.286600991,High,Operations,Database,Resolved
TCK-3228,2025-04-10 01:16:35.976544032,2025-04-10 11:15:38.374634792,High,IT Support,Database,Resolved
TCK-3229,2025-02-18 19:52:49.056986364,2025-02-19 01:37:52.937790287,Medium,IT Support,Hardware,Resolved
TCK-3230,2025-04-21 16:30:56.334967478,2025-04-23 03:07:58.334690492,Low,Finance,Network,Closed
TCK-3231,2025-06-25 21:27:03.718987370,2025-06-26 03:46:42.265784458,Low,IT Support,Database,Closed
TCK-3232,2025-01-21 00:52:40.327618860,2025-01-22 21:58:21.247656914,Low,  DevOps ,Database,Closed
TCK-3233,2025-02-08 04:22:54.200923609,2025-02-09 07:24:40.654371826,Low,DevOps,Hardware,Closed
TCK-3234,2025-03-27 03:46:06.256521476,2025-03-27 11:22:52.806648166,High,Operations,Software,Resolved
TCK-3235,2025-06-24 08:24:42.056259894,2025-06-24 19:25:32.315374953,None,Operations,Network,Resolved
TCK-3236,2025-05-19 22:13:05.640550972,2025-05-20 23:12:57.003240057,High,DevOps,Hardware,Closed
TCK-3237,2025-06-11 16:21:00.412068334,2025-06-12 09:11:48.888889552,High,IT Support,Network,Resolved
TCK-3238,2025-03-02 01:38:53.323495531,2025-03-02 14:59:11.125835122,Medium,IT Support,Network,Closed
TCK-3239,2025-06-28 13:36:22.344204704,2025-06-29 08:45:01.262407635,High,IT Support,Software,Closed
TCK-3240,2025-01-19 12:14:15.955429775,2025-01-21 20:14:43.986800219,Critical,Finance,Software,Closed
TCK-3241,2025-01-10 12:50:34.634828960,2025-01-10 19:20:55.436942408,Medium,IT Support,Access,Resolved
TCK-3242,2025-06-04 00:12:12.055944246,2025-06-04 16:35:04.021651521,Low,Operations,Hardware,Closed
TCK-3243,2025-06-16 21:47:03.261459048,2025-06-17 23:01:19.738653511,Low,DevOps,Hardware,Closed
TCK-3244,2025-01-17 07:19:43.480556974,2025-01-18 05:29:14.936641878,Medium,  DevOps ,Network,Closed
TCK-3245,2025-01-21 10:00:23.340751327,2025-01-21 17:10:28.082111412,Low,Operations,Access,Resolved
TCK-3246,2025-01-06 23:18:44.501417794,2025-01-07 07:44:59.691210171,Critical,IT Support,Access,Closed
TCK-3247,2025-01-19 19:28:21.614219645,2025-01-20 08:21:19.565861095,Medium,Finance,Network,Closed
TCK-3248,2025-02-07 16:41:36.990877968,2025-02-08 10:23:19.226788032,Medium,Operations,Software,Closed
TCK-3249,2025-06-24 14:43:51.577288336,2025-06-25 15:12:47.959596874,Low,IT Support,Access,Closed
TCK-3250,2025-05-01 05:09:22.176271510,2025-05-01 11:44:42.387064103,Medium,IT Support,Hardware,Resolved
TCK-3251,2025-05-21 03:20:56.652864366,2025-05-22 13:31:11.868584244,Medium,DevOps,Software,Closed
TCK-3252,2025-05-20 16:55:20.006210552,2025-05-21 21:14:45.024474377,High,Operations,Database,Closed
TCK-3253,2025-04-07 07:31:06.956566346,2025-04-08 11:42:15.883090931,Medium,Finance,Access,Closed
TCK-3254,2025-05-24 13:09:08.581392844,2025-05-26 01:02:02.944528738,None,DevOps,Network,Closed
TCK-3255,2025-04-18 05:53:18.743728808,2025-04-18 20:54:19.275988126,Medium,Operations,Hardware,Resolved
TCK-3256,2025-02-26 14:50:20.909927418,2025-02-27 06:52:07.225094477,Medium,  Operations ,Access,Resolved
TCK-3257,2025-04-11 23:59:44.411566168,2025-04-12 08:46:56.452135724,Critical,HR,Network,Closed
TCK-3258,2025-04-07 00:45:25.531563953,2025-04-07 22:26:03.720960115,None,HR,Hardware,Closed
TCK-3259,2025-05-29 05:19:01.892064956,2025-05-29 11:15:42.727959597,Low,HR,Access,Closed
TCK-3260,2025-06-26 17:03:41.684719560,2025-06-28 08:52:31.895166670,High,Finance,Hardware,Closed
TCK-3261,2025-03-15 23:42:13.977426312,2025-03-16 08:37:33.255438080,Low,Operations,Database,Closed
TCK-3262,2025-05-18 09:50:51.831120026,2025-05-20 12:00:41.003752680,Medium,DevOps,Hardware,Closed
TCK-3263,2025-01-18 22:58:34.238801052,2025-01-19 10:52:25.448994186,Low,HR,Network,Closed
TCK-3264,2025-05-20 19:54:41.457659784,2025-05-21 05:38:02.269592281,Medium,Operations,Access,Closed
TCK-3265,2025-03-08 20:31:15.815318746,2025-03-09 20:34:05.953023189,Medium,Operations,Network,Closed
TCK-3266,2025-01-08 02:09:55.813260407,2025-01-09 06:48:14.780190509,Medium,Operations,Database,Closed
