Ticket_ID,Created_Date,Resolved_Date,Priority,Department,Category,Status
TCK-2983,2025-02-10 16:20:44.284428,2025-02-10 17:40:27.410609759,Low,IT Support,Access Control,Resolved
TCK-2984,2025-02-10 16:50:58.865886,2025-02-12 09:15:56.193500006,Medium,Finance,Email,Closed
TCK-2985,2025-02-10 17:21:13.447344,2025-02-12 08:47:27.257222305,Low,IT Support,Software,Resolved
TCK-2986,2025-02-10 17:21:13.447344,2025-02-12 04:04:50.289394636,Medium,IT Support,Software,Resolved
TCK-2987,2025-02-10 17:51:28.028802,2025-02-12 03:25:30.762135232,High,Operations,Network,Closed
TCK-2988,2025-02-10 18:21:42.610261,2025-02-11 06:08:28.705525047,Medium,Finance,Software,Closed
TCK-2989,2025-02-10 18:51:57.191719,2025-02-10 22:22:54.167623254,High,IT Support,Access Control,Closed
TCK-2990,2025-02-10 20:52:55.517551,2025-02-11 08:33:57.678721865,Medium,HR,Email,Resolved
TCK-2991,2025-02-10 20:52:55.517551,2025-02-11 09:09:55.081162419,Medium,Operations,Hardware,Resolved
TCK-2992,2025-02-10 20:52:55.517551,2025-02-11 08:59:59.573830210,Critical,Operations,Access Control,Closed
TCK-2993,2025-02-10 21:53:24.680468,2025-02-11 11:49:11.071038479,Medium,IT Support,Access Control,Closed
TCK-2994,2025-02-10 21:53:24.680468,2025-02-11 03:15:11.445800103,High,Operations,Network,Closed
TCK-2995,2025-02-10 22:23:39.261926,2025-02-11 06:36:13.687136404,Medium,HR,Software,Resolved
TCK-2996,2025-02-10 23:24:08.424842,2025-02-11 09:39:11.436646652,Medium,DevOps,Hardware,Resolved
TCK-2997,2025-02-11 01:55:21.332133,2025-02-11 04:27:09.078732384,Critical,DevOps,Hardware,Closed
TCK-2998,2025-02-11 02:55:50.495049,2025-02-11 13:52:05.427368184,Medium,Operations,Software,Resolved
TCK-2999,2025-02-11 03:26:05.076507,2025-02-12 09:22:20.821109572,Medium,Operations,Email,Resolved
TCK-3000,2025-02-11 03:56:19.657965,2025-02-12 11:37:46.994207665,Medium,IT Support,Software,Closed
TCK-3001,2025-02-11 03:56:19.657965,2025-02-11 13:29:02.237526088,High,Finance,Email,Closed
TCK-3002,2025-02-11 03:56:19.657965,2025-02-11 17:06:20.182016051,High,HR,Hardware,Closed
TCK-3003,2025-02-11 04:26:34.239423,2025-02-11 05:03:32.313307284,Medium,Finance,Network,Closed
TCK-3004,2025-02-11 05:27:03.402340,2025-02-12 01:39:01.031747664,Low,Finance,Access Control,Closed
TCK-3005,2025-02-11 06:57:47.146714,2025-02-11 16:17:48.001594087,Medium,HR,Hardware,Closed
TCK-3006,2025-02-11 07:28:01.728172,2025-02-11 18:04:50.933222144,Unassigned,HR,Hardware,Closed
TCK-3007,2025-02-11 07:58:16.309630,2025-02-12 21:12:39.690610428,Low,IT Support,Hardware,Closed
TCK-3008,2025-02-11 08:28:30.891089,2025-02-11 19:37:40.259825469,Medium,Finance,Access Control,Closed
TCK-3009,2025-02-11 08:58:45.472547,2025-02-11 09:21:53.490214468,Low,DevOps,Email,Closed
TCK-3010,2025-02-11 08:58:45.472547,2025-02-11 13:37:31.096355387,Critical,HR,Network,Resolved
TCK-3011,2025-02-11 09:29:00.054005,2025-02-11 21:06:11.035516494,Medium,Operations,Network,Closed
TCK-3012,2025-02-11 10:59:43.798379,2025-02-11 20:56:15.162321910,Medium,IT Support,Network,Closed
TCK-3013,2025-02-11 11:29:58.379837,2025-02-12 22:56:14.040486074,Low,Finance,Email,Closed
TCK-3014,2025-02-11 12:00:12.961296,2025-02-12 02:03:53.838629821,Medium,Finance,Software,Closed
TCK-3015,2025-02-11 14:01:11.287128,2025-02-12 11:04:47.847338614,Medium,IT Support,Software,Closed
TCK-3016,2025-02-11 15:01:40.450045,2025-02-12 02:25:57.878360421,Medium,IT Support,Network,Closed
TCK-3017,2025-02-11 16:32:24.194419,2025-02-12 02:57:56.608663886,Medium,Operations,Hardware,Closed
TCK-3018,2025-02-11 16:32:24.194419,2025-02-12 03:10:48.004371490,Medium,Finance,Hardware,Closed
TCK-3019,2025-02-11 17:02:38.775877,2025-02-12 02:34:10.673163596,High,HR,Access Control,Resolved
TCK-3020,2025-02-11 17:02:38.775877,2025-02-12 06:57:58.590267053,Low,HR,Software,Closed
TCK-3021,2025-02-11 17:02:38.775877,2025-02-11 22:13:58.895412306,Low,Operations,Hardware,Closed
TCK-3022,2025-02-11 17:02:38.775877,2025-02-13 08:56:54.795982734,High,HR,Network,Closed
TCK-3023,2025-02-11 17:32:53.357335,2025-02-12 00:50:23.416089904,High,Operations,Access Control,Resolved
TCK-3024,2025-02-11 18:03:07.938793,2025-02-11 20:55:30.668620009,Low,IT Support,Software,Closed
TCK-3025,2025-02-11 19:03:37.101710,2025-02-11 20:53:16.572338872,Low,Finance,Access Control,Resolved
TCK-3026,2025-02-11 19:03:37.101710,2025-02-11 19:18:12.797038996,Medium,IT Support,Hardware,Closed
TCK-3027,2025-02-11 19:33:51.683168,2025-02-12 05:27:29.885291477,Low,DevOps,Network,Resolved
TCK-3028,2025-02-11 20:04:06.264626,2025-02-11 23:48:30.147831643,Unassigned,DevOps,Network,Closed
TCK-3029,2025-02-11 20:34:20.846084,2025-02-11 20:57:59.036588505,Medium,Finance,Network,Closed
TCK-3030,2025-02-11 21:04:35.427542,2025-02-12 10:17:19.268890010,High,IT Support,Hardware,Resolved
TCK-3031,2025-02-11 21:04:35.427542,2025-02-12 17:35:06.425339976,High,HR,Email,Closed
TCK-3032,2025-02-11 21:34:50.009000,2025-02-11 23:11:39.482668808,Medium,IT Support,Network,Closed
TCK-3033,2025-02-11 22:05:04.590459,2025-02-12 09:12:24.039353774,Medium,HR,Email,Closed
TCK-3034,2025-02-11 22:05:04.590459,2025-02-12 22:35:05.711505302,Medium,Operations,Network,Resolved
TCK-3035,2025-02-11 22:05:04.590459,2025-02-15 02:40:28.187564172,High,DevOps,Email,Closed
TCK-3036,2025-02-11 22:35:19.171917,2025-02-12 18:23:31.131273043,Medium,IT Support,Software,Closed
TCK-3037,2025-02-11 22:35:19.171917,2025-02-12 03:38:36.634303405,Low,Operations,Software,Closed
TCK-3038,2025-02-11 23:05:33.753375,2025-02-12 21:47:09.211552708,Medium,Operations,Network,Resolved
TCK-3039,2025-02-11 23:05:33.753375,2025-02-12 15:29:34.825133657,Medium,Finance,Access Control,Resolved
TCK-3040,2025-02-11 23:35:48.334833,2025-02-12 03:52:50.897586975,Low,Finance,Access Control,Closed
TCK-3041,2025-02-12 00:06:02.916291,2025-02-13 10:22:57.953764203,Medium,Operations,Hardware,Closed
TCK-3042,2025-02-12 00:06:02.916291,2025-02-12 10:08:13.816346869,Low,Finance,Software,Closed
TCK-3043,2025-02-12 00:36:17.497749,2025-02-14 11:27:26.363317109,High,Finance,Software,Resolved
TCK-3044,2025-02-12 00:36:17.497749,2025-02-12 23:42:20.551738626,Low,DevOps,Access Control,Closed
TCK-3045,2025-02-12 02:37:15.823582,2025-02-12 21:14:25.442262085,Medium,IT Support,Network,Closed
TCK-3046,2025-02-12 03:37:44.986498,2025-02-13 03:05:15.667587357,Medium,Operations,Hardware,Closed
TCK-3047,2025-02-12 03:37:44.986498,2025-02-12 15:20:02.713715972,Critical,Finance,Software,Closed
TCK-3048,2025-02-12 05:08:28.730873,2025-02-12 17:48:25.584724228,Medium,Finance,Hardware,Closed
TCK-3049,2025-02-12 05:38:43.312331,2025-02-13 15:56:20.388399472,Medium,IT Support,Software,Closed
TCK-3050,2025-02-12 05:38:43.312331,2025-02-13 02:12:26.955880018,Medium,IT Support,Email,Closed
TCK-3051,2025-02-12 05:38:43.312331,2025-02-13 22:36:08.679332801,Low,HR,Email,Resolved
TCK-3052,2025-02-12 06:39:12.475247,2025-02-13 22:31:12.762114936,Medium,HR,Hardware,Closed
TCK-3053,2025-02-12 07:09:27.056705,2025-02-15 02:39:48.496725018,Medium,DevOps,Access Control,Closed
TCK-3054,2025-02-12 07:09:27.056705,2025-02-13 04:50:30.877332061,High,IT Support,Access Control,Closed
TCK-3055,2025-02-12 07:09:27.056705,2025-02-12 19:43:01.985337103,Medium,IT Support,Software,Closed
TCK-3056,2025-02-12 07:39:41.638163,2025-02-12 10:56:08.478728548,Low,Finance,Email,Closed
TCK-3057,2025-02-12 07:39:41.638163,2025-02-13 05:39:31.825235374,Low,Finance,Email,Resolved
TCK-3058,2025-02-12 08:09:56.219621,2025-02-12 14:22:13.746296828,High,IT Support,Hardware,Closed
TCK-3059,2025-02-12 08:40:10.801080,2025-02-12 14:39:23.690239544,Medium,IT Support,Hardware,Closed
TCK-3060,2025-02-12 08:40:10.801080,2025-02-12 13:34:08.483299680,High,Operations,Access Control,Resolved
TCK-3061,2025-02-12 09:10:25.382538,2025-02-13 22:37:16.499882456,Medium,IT Support,Access Control,Closed
TCK-3062,2025-02-12 11:11:23.708370,2025-02-13 23:38:03.234767567,Medium,Operations,Access Control,Resolved
TCK-3063,2025-02-12 11:41:38.289828,2025-02-13 05:38:16.019410898,Low,HR,Network,Resolved
TCK-3064,2025-02-12 12:11:52.871287,2025-02-12 23:43:38.479328216,Low,DevOps,Email,Resolved
TCK-3065,2025-02-12 12:11:52.871287,2025-02-13 08:16:10.748336987,Low,IT Support,Email,Closed
TCK-3066,2025-02-12 12:11:52.871287,2025-02-13 05:01:10.394590788,Unassigned,DevOps,Hardware,Resolved
TCK-3067,2025-02-12 13:12:22.034203,2025-02-12 22:52:45.511786145,High,IT Support,Email,Closed
TCK-3068,2025-02-12 13:42:36.615661,2025-02-12 22:18:14.766740922,Medium,HR,Hardware,Resolved
TCK-3069,2025-02-12 14:12:51.197119,2025-02-12 22:54:00.627402704,Low,IT Support,Network,Closed
TCK-3070,2025-02-12 15:43:34.941494,2025-02-13 07:44:13.679593228,Medium,DevOps,Access Control,Resolved
TCK-3071,2025-02-12 16:13:49.522952,2025-02-13 11:00:27.924888888,Medium,Operations,Network,Closed
TCK-3072,2025-02-12 16:13:49.522952,2025-02-13 03:02:54.896453368,Medium,HR,Access Control,Closed
TCK-3073,2025-02-12 16:13:49.522952,2025-02-15 06:34:47.914208710,Medium,IT Support,Access Control,Resolved
TCK-3074,2025-02-12 16:13:49.522952,2025-02-12 17:48:24.091246029,Critical,DevOps,Hardware,Closed
TCK-3075,2025-02-12 16:44:04.104410,2025-02-13 00:24:25.115266726,High,Operations,Access Control,Closed
TCK-3076,2025-02-12 17:44:33.267326,2025-02-13 03:31:08.290441955,Low,Finance,Network,Closed
TCK-3077,2025-02-12 19:15:17.011701,2025-02-12 19:33:42.897910940,Medium,Operations,Software,Closed
TCK-3078,2025-02-12 20:15:46.174617,2025-02-13 04:26:09.448033595,Low,HR,Hardware,Closed
TCK-3079,2025-02-12 20:46:00.756075,2025-02-13 02:31:24.170673342,Low,IT Support,Access Control,Closed
TCK-3080,2025-02-12 21:16:15.337533,2025-02-13 09:57:58.335985983,Unassigned,IT Support,Access Control,Closed
TCK-3081,2025-02-12 21:46:29.918991,2025-02-13 05:09:23.855622195,High,DevOps,Email,Closed
TCK-3082,2025-02-12 22:16:44.500450,2025-02-13 21:35:39.429806843,Low,HR,Hardware,Closed
TCK-3083,2025-02-12 22:16:44.500450,2025-02-13 11:07:00.646661397,Medium,IT Support,Hardware,Resolved
TCK-3084,2025-02-12 22:16:44.500450,2025-02-13 00:46:50.975327622,Medium,IT Support,Network,Resolved
TCK-3085,2025-02-12 22:16:44.500450,2025-02-13 23:14:12.272218623,Medium,Finance,Software,Resolved
TCK-3086,2025-02-12 23:47:28.244824,2025-02-13 01:40:20.110527053,Medium,IT Support,Network,Resolved
TCK-3087,2025-02-12 23:47:28.244824,2025-02-14 08:40:15.576461884,Low,IT Support,Network,Resolved
TCK-3088,2025-02-13 00:17:42.826282,2025-02-15 00:31:52.980177686,Medium,Operations,Network,Closed
TCK-3089,2025-02-13 00:17:42.826282,2025-02-13 07:18:07.196791205,Low,IT Support,Software,Resolved
TCK-3090,2025-02-13 00:17:42.826282,2025-02-14 23:11:46.971325573,Medium,IT Support,Network,Resolved
TCK-3091,2025-02-13 00:47:57.407740,2025-02-14 05:09:02.326224884,Low,DevOps,Hardware,Closed
TCK-3092,2025-02-13 01:18:11.989198,2025-02-14 23:19:22.705843268,Low,Operations,Software,Closed
TCK-3093,2025-02-13 01:48:26.570657,2025-02-13 21:33:39.607393747,Low,Finance,Access Control,Closed
TCK-3094,2025-02-13 02:18:41.152115,2025-02-13 07:08:54.317065415,Low,IT Support,Email,Closed
TCK-3095,2025-02-13 02:48:55.733573,2025-02-14 19:18:08.080003311,Low,Operations,Email,Resolved
TCK-3096,2025-02-13 04:19:39.477947,2025-02-13 07:59:37.023409664,High,Finance,Hardware,Resolved
TCK-3097,2025-02-13 05:50:23.222322,2025-02-13 10:09:09.559743620,Medium,HR,Email,Closed
TCK-3098,2025-02-13 06:20:37.803780,2025-02-13 12:02:05.487389382,Medium,Finance,Email,Closed
TCK-3099,2025-02-13 06:50:52.385238,2025-02-13 13:22:39.205833929,Medium,DevOps,Email,Closed
TCK-3100,2025-02-13 07:21:06.966696,2025-02-13 20:21:27.173808035,Low,Finance,Access Control,Closed
TCK-3101,2025-02-13 07:21:06.966696,2025-02-14 05:50:58.408216609,Medium,Operations,Email,Closed
TCK-3102,2025-02-13 07:51:21.548154,2025-02-15 06:46:23.222344033,High,Finance,Network,Resolved
TCK-3103,2025-02-13 08:21:36.129612,2025-02-13 10:01:36.299526418,Low,Operations,Hardware,Resolved
TCK-3104,2025-02-13 08:21:36.129612,2025-02-15 15:55:45.128392923,Critical,Finance,Hardware,Resolved
TCK-3105,2025-02-13 08:21:36.129612,2025-02-15 06:07:23.908624925,High,IT Support,Hardware,Resolved
TCK-3106,2025-02-13 08:51:50.711071,2025-02-13 09:51:47.886189648,High,Finance,Access Control,Closed
TCK-3107,2025-02-13 09:22:05.292529,2025-02-13 17:24:37.220131020,Low,IT Support,Access Control,Closed
TCK-3108,2025-02-13 10:22:34.455445,2025-02-14 16:34:10.866400177,Medium,IT Support,Email,Closed
TCK-3109,2025-02-13 10:22:34.455445,2025-02-14 03:23:53.168808754,Medium,DevOps,Network,Closed
TCK-3110,2025-02-13 11:23:03.618361,2025-02-14 14:33:52.768626660,Low,DevOps,Email,Closed
TCK-3111,2025-02-13 11:23:03.618361,2025-02-14 10:14:08.466413371,Medium,IT Support,Hardware,Closed
TCK-3112,2025-02-13 11:53:18.199819,2025-02-14 00:14:56.889995309,High,HR,Network,Closed
TCK-3113,2025-02-13 12:23:32.781278,2025-02-13 13:09:00.316827889,Critical,IT Support,Hardware,Closed
TCK-3114,2025-02-13 12:53:47.362736,2025-02-14 04:41:43.291051545,Low,Operations,Network,Closed
TCK-3115,2025-02-13 12:53:47.362736,2025-02-13 13:47:33.472545515,Low,IT Support,Software,Closed
TCK-3116,2025-02-13 13:24:01.944194,2025-02-14 06:03:44.141857294,Low,DevOps,Access Control,Closed
TCK-3117,2025-02-13 14:24:31.107110,2025-02-14 19:24:55.940205704,Low,Finance,Access Control,Closed
TCK-3118,2025-02-13 14:24:31.107110,2025-02-14 06:14:19.912694441,Medium,HR,Hardware,Closed
TCK-3119,2025-02-13 14:54:45.688568,2025-02-17 23:36:30.852791947,High,IT Support,Hardware,Resolved
TCK-3120,2025-02-13 15:55:14.851485,2025-02-14 02:52:29.582133299,High,HR,Software,Closed
TCK-3121,2025-02-13 16:25:29.432943,2025-02-14 17:17:38.096606917,Critical,DevOps,Email,Closed
TCK-3122,2025-02-13 17:25:58.595859,2025-02-14 13:14:15.023304472,Medium,DevOps,Network,Resolved
TCK-3123,2025-02-13 17:56:13.177317,2025-02-17 07:36:40.761895248,Medium,DevOps,Software,Closed
TCK-3124,2025-02-13 17:56:13.177317,2025-02-14 16:25:10.738526070,High,DevOps,Software,Closed
TCK-3125,2025-02-13 21:27:55.247524,2025-02-14 00:41:25.037573641,Critical,IT Support,Hardware,Resolved
TCK-3126,2025-02-13 22:28:24.410441,2025-02-16 06:30:05.041918358,High,IT Support,Hardware,Closed
TCK-3127,2025-02-13 22:58:38.991899,2025-02-14 18:48:45.321469386,Medium,Operations,Email,Closed
TCK-3128,2025-02-14 00:29:22.736273,2025-02-14 01:35:26.658651031,Critical,DevOps,Email,Closed
TCK-3129,2025-02-14 00:29:22.736273,2025-02-14 19:46:47.799475783,Medium,DevOps,Hardware,Closed
TCK-3130,2025-02-14 00:29:22.736273,2025-02-15 15:07:42.574073330,Critical,Finance,Access Control,Closed
TCK-3131,2025-02-14 00:59:37.317731,2025-02-14 16:28:56.555824788,High,HR,Email,Closed
TCK-3132,2025-02-14 01:29:51.899189,2025-02-14 09:21:48.603334959,Low,IT Support,Software,Resolved
TCK-3133,2025-02-14 02:30:21.062106,2025-02-15 09:27:48.298744167,Critical,DevOps,Hardware,Closed
TCK-3134,2025-02-14 03:00:35.643564,2025-02-15 06:28:15.277843729,Low,Operations,Network,Closed
TCK-3135,2025-02-14 03:30:50.225022,2025-02-14 17:39:21.123289901,Critical,HR,Network,Closed
TCK-3136,2025-02-14 04:01:04.806480,2025-02-14 07:02:09.410016566,Medium,IT Support,Access Control,Closed
TCK-3137,2025-02-14 04:31:19.387938,2025-02-14 09:43:26.474684931,Medium,IT Support,Hardware,Closed
TCK-3138,2025-02-14 05:01:33.969396,2025-02-15 05:10:07.598313961,Low,IT Support,Software,Closed
TCK-3139,2025-02-14 05:01:33.969396,2025-02-15 10:33:06.753516335,Low,Finance,Access Control,Resolved
TCK-3140,2025-02-14 05:01:33.969396,2025-02-14 10:55:14.941675064,Unassigned,Operations,Software,Closed
TCK-3141,2025-02-14 05:01:33.969396,2025-02-14 13:17:06.948690794,Medium,DevOps,Network,Closed
TCK-3142,2025-02-14 05:31:48.550855,2025-02-14 06:59:05.095770677,High,Operations,Software,Closed
TCK-3143,2025-02-14 06:02:03.132313,2025-02-15 04:31:55.611376935,High,Finance,Network,Resolved
TCK-3144,2025-02-14 06:02:03.132313,2025-02-14 06:05:55.372876713,Medium,HR,Email,Closed
TCK-3145,2025-02-14 06:32:17.713771,2025-02-14 07:23:46.042956004,Medium,Operations,Network,Resolved
TCK-3146,2025-02-14 07:32:46.876687,2025-02-14 07:37:28.985473859,Low,HR,Network,Closed
TCK-3147,2025-02-14 09:03:30.621062,2025-02-15 03:42:58.291867547,Medium,Operations,Access Control,Closed
TCK-3148,2025-02-14 09:03:30.621062,2025-02-14 18:46:57.676702150,Medium,DevOps,Access Control,Closed
TCK-3149,2025-02-14 09:03:30.621062,2025-02-14 15:24:56.454644833,High,IT Support,Hardware,Closed
TCK-3150,2025-02-14 09:33:45.202520,2025-02-16 05:27:14.584565783,High,Finance,Hardware,Closed
TCK-3151,2025-02-14 10:34:14.365436,2025-02-14 14:25:33.700670336,Low,HR,Network,Closed
TCK-3152,2025-02-14 11:34:43.528352,2025-02-14 20:27:26.828813276,Unassigned,IT Support,Email,Closed
TCK-3153,2025-02-14 12:35:12.691269,2025-02-16 15:19:19.328738576,Medium,HR,Hardware,Closed
TCK-3154,2025-02-14 12:35:12.691269,2025-02-14 22:36:49.891109894,Medium,Operations,Network,Closed
TCK-3155,2025-02-14 12:35:12.691269,2025-02-15 03:08:55.430330878,High,DevOps,Access Control,Closed
TCK-3156,2025-02-14 12:35:12.691269,2025-02-14 14:05:39.550996854,Medium,IT Support,Hardware,Closed
TCK-3157,2025-02-14 13:05:27.272727,2025-02-15 17:11:48.609406416,High,HR,Hardware,Resolved
TCK-3158,2025-02-14 14:05:56.435643,2025-02-14 23:59:23.713967153,Medium,Finance,Network,Closed
TCK-3159,2025-02-14 15:06:25.598559,2025-02-15 20:07:24.290960630,Low,HR,Network,Resolved
TCK-3160,2025-02-14 15:06:25.598559,2025-02-14 20:22:36.346697952,Medium,Finance,Software,Closed
TCK-3161,2025-02-14 17:37:38.505850,2025-02-15 03:30:34.356552060,Low,DevOps,Software,Resolved
TCK-3162,2025-02-14 17:37:38.505850,2025-02-15 21:25:32.235690688,Medium,HR,Email,Closed
TCK-3163,2025-02-14 18:07:53.087308,2025-02-17 11:44:27.045450450,Low,IT Support,Hardware,Closed
TCK-3164,2025-02-14 20:08:51.413141,2025-02-14 21:15:15.129528038,Low,Finance,Software,Closed
TCK-3165,2025-02-14 20:39:05.994599,2025-02-16 02:46:44.524179999,High,HR,Network,Closed
TCK-3166,2025-02-14 21:09:20.576057,2025-02-15 03:35:36.931815350,Medium,IT Support,Hardware,Resolved
TCK-3167,2025-02-14 21:39:35.157515,2025-02-15 12:03:45.577170320,Medium,IT Support,Software,Closed
TCK-3168,2025-02-14 22:09:49.738973,2025-02-15 04:19:51.532341081,Medium,HR,Email,Closed
TCK-3169,2025-02-14 23:10:18.901890,2025-02-15 16:16:50.157578663,Medium,Operations,Email,Closed
TCK-3170,2025-02-14 23:40:33.483348,2025-02-15 07:32:08.442619844,Medium,DevOps,Email,Closed
TCK-3171,2025-02-15 00:10:48.064806,2025-02-15 07:29:09.576995193,High,DevOps,Email,Closed
TCK-3172,2025-02-15 00:10:48.064806,2025-02-15 00:52:34.315394007,Low,HR,Network,Closed
TCK-3173,2025-02-15 02:11:46.390639,2025-02-15 05:03:26.306257766,Medium,IT Support,Email,Closed
TCK-3174,2025-02-15 02:42:00.972097,2025-02-16 23:31:03.723212329,Low,IT Support,Access Control,Closed
TCK-3175,2025-02-15 02:42:00.972097,2025-02-19 21:15:04.106751306,Medium,DevOps,Email,Closed
TCK-3176,2025-02-15 03:12:15.553555,2025-02-16 06:30:04.545584947,Critical,HR,Software,Resolved
TCK-3177,2025-02-15 04:12:44.716471,2025-02-15 10:17:47.835410095,High,Finance,Hardware,Closed
TCK-3178,2025-02-15 05:13:13.879387,2025-02-15 14:29:19.994308483,Medium,IT Support,Software,Resolved
TCK-3179,2025-02-15 06:13:43.042304,2025-02-16 06:26:29.778398585,Low,Operations,Hardware,Closed
TCK-3180,2025-02-15 06:13:43.042304,2025-02-17 20:28:34.285860590,Medium,Operations,Network,Closed
TCK-3181,2025-02-15 06:43:57.623762,2025-02-15 17:40:25.292343631,High,IT Support,Hardware,Closed
TCK-3182,2025-02-15 06:43:57.623762,2025-02-16 14:34:38.638296662,Low,DevOps,Access Control,Closed
TCK-3183,2025-02-15 07:44:26.786678,2025-02-18 02:11:25.069390827,High,IT Support,Email,Closed
TCK-3184,2025-02-15 07:44:26.786678,2025-02-16 20:57:07.885437857,Medium,Finance,Software,Resolved
TCK-3185,2025-02-15 07:44:26.786678,2025-02-15 12:22:43.800781187,Low,IT Support,Hardware,Resolved
TCK-3186,2025-02-15 08:14:41.368136,2025-02-15 08:23:23.934325997,Medium,IT Support,Software,Closed
TCK-3187,2025-02-15 08:14:41.368136,2025-02-15 20:26:19.135511335,Low,IT Support,Email,Resolved
TCK-3188,2025-02-15 08:14:41.368136,2025-02-15 21:53:14.724791138,Low,Operations,Network,Closed
TCK-3189,2025-02-15 08:44:55.949594,2025-02-15 12:47:37.010478079,Medium,DevOps,Email,Closed
TCK-3190,2025-02-15 09:15:10.531053,2025-02-15 15:16:59.661428786,Low,IT Support,Network,Resolved
TCK-3191,2025-02-15 09:15:10.531053,2025-02-16 11:19:54.178872522,High,Finance,Software,Closed
TCK-3192,2025-02-15 09:45:25.112511,2025-02-15 21:11:47.695771765,High,IT Support,Network,Closed
TCK-3193,2025-02-15 09:45:25.112511,2025-02-15 16:37:44.390275785,Unassigned,IT Support,Network,Resolved
TCK-3194,2025-02-15 10:45:54.275427,2025-02-16 04:18:23.081572003,Medium,Operations,Network,Resolved
TCK-3195,2025-02-15 11:16:08.856885,2025-02-16 06:18:30.304732348,Low,IT Support,Network,Closed
TCK-3196,2025-02-15 11:46:23.438343,2025-02-16 14:10:48.431110829,Medium,Finance,Network,Closed
TCK-3197,2025-02-15 13:17:07.182718,2025-02-15 16:21:11.923821106,High,HR,Hardware,Resolved
TCK-3198,2025-02-15 13:47:21.764176,2025-02-16 14:08:31.390191777,Medium,IT Support,Network,Resolved
TCK-3199,2025-02-15 13:47:21.764176,2025-02-16 06:15:24.869224322,Medium,HR,Network,Resolved
TCK-3200,2025-02-15 14:17:36.345634,2025-02-15 15:21:38.701306197,Medium,Operations,Email,Resolved
TCK-3201,2025-02-15 14:47:50.927092,2025-02-16 17:50:38.359912873,Low,DevOps,Email,Resolved
TCK-3202,2025-02-15 14:47:50.927092,2025-02-15 23:29:30.388461273,Low,IT Support,Email,Closed
TCK-3203,2025-02-15 15:18:05.508550,2025-02-15 22:31:13.307946878,Low,DevOps,Network,Resolved
TCK-3204,2025-02-15 16:48:49.252925,2025-02-16 03:30:42.704347074,Medium,Operations,Email,Closed
TCK-3205,2025-02-15 16:48:49.252925,2025-02-16 00:27:43.788060192,Low,IT Support,Hardware,Resolved
TCK-3206,2025-02-15 16:48:49.252925,2025-02-16 00:14:46.548259670,Medium,IT Support,Software,Closed
TCK-3207,2025-02-15 17:49:18.415841,2025-02-16 23:32:01.475963834,Medium,IT Support,Email,Resolved
TCK-3208,2025-02-15 18:19:32.997299,2025-02-15 20:43:09.202447452,Medium,IT Support,Email,Resolved
TCK-3209,2025-02-15 18:19:32.997299,2025-02-18 09:48:27.234043060,Low,DevOps,Hardware,Closed
TCK-3210,2025-02-15 18:19:32.997299,2025-02-16 08:53:50.372849124,Medium,IT Support,Access Control,Resolved
TCK-3211,2025-02-15 18:49:47.578757,2025-02-15 22:27:58.679736286,Medium,IT Support,Access Control,Resolved
TCK-3212,2025-02-15 19:20:02.160216,2025-02-15 21:51:56.938001786,High,IT Support,Hardware,Closed
TCK-3213,2025-02-15 19:20:02.160216,2025-02-16 11:26:56.738339329,Medium,HR,Email,Resolved
TCK-3214,2025-02-15 19:20:02.160216,2025-02-16 13:22:37.156342036,Low,Finance,Software,Closed
TCK-3215,2025-02-15 19:20:02.160216,2025-02-15 20:18:52.684503794,Low,DevOps,Email,Closed
TCK-3216,2025-02-15 21:21:00.486048,2025-02-16 02:21:40.453154949,High,IT Support,Hardware,Resolved
TCK-3217,2025-02-15 21:51:15.067506,2025-02-17 02:25:12.739857607,Medium,HR,Hardware,Resolved
TCK-3218,2025-02-15 22:21:29.648964,2025-02-15 23:16:27.855158307,Low,IT Support,Network,Closed
TCK-3219,2025-02-15 23:52:13.393339,2025-02-17 10:38:23.224621422,Medium,Operations,Hardware,Resolved
TCK-3220,2025-02-15 23:52:13.393339,2025-02-16 19:11:30.991996382,Low,HR,Network,Closed
TCK-3221,2025-02-16 00:22:27.974797,2025-02-16 10:37:58.096697572,Medium,IT Support,Hardware,Closed
TCK-3222,2025-02-16 00:52:42.556255,2025-02-16 08:32:02.643945436,Medium,IT Support,Network,Closed
TCK-3223,2025-02-16 01:22:57.137713,2025-02-16 01:43:56.631816813,High,IT Support,Network,Closed
TCK-3224,2025-02-16 02:23:26.300630,2025-02-17 09:47:10.351858601,Low,IT Support,Email,Resolved
TCK-3225,2025-02-16 02:53:40.882088,2025-02-16 05:39:59.619107908,High,Finance,Network,Resolved
TCK-3226,2025-02-16 02:53:40.882088,2025-02-16 09:33:42.809973204,Medium,DevOps,Access Control,Resolved
TCK-3227,2025-02-16 02:53:40.882088,2025-02-16 18:02:55.706210390,Low,IT Support,Hardware,Closed
TCK-3228,2025-02-16 03:23:55.463546,2025-02-16 08:28:51.944218201,Unassigned,Finance,Software,Closed
TCK-3229,2025-02-16 03:54:10.045004,2025-02-16 16:16:36.442115766,High,DevOps,Hardware,Closed
TCK-3230,2025-02-16 03:54:10.045004,2025-02-17 09:44:01.683936481,Low,HR,Email,Resolved
TCK-3231,2025-02-16 04:54:39.207920,2025-02-16 16:21:25.123514251,Medium,IT Support,Email,Closed
TCK-3232,2025-02-16 06:25:22.952295,2025-02-18 11:58:54.413469422,Critical,IT Support,Network,Closed
